Project ID,Certificates,Years of Experience,age,Time Arrival Strafe,Project Cost,Project Proximity,Violation Risk Index,Company PCAB Score,Weekly Overtime Hours,Salary Bracket,is_good
547122,1,4,22,1.42,115936.0,114.09,0.66,3,6.0,1,0
7155,1,4,43,1.48,61459.0,99.31,0.73,2,3.0,1,1
672321,0,3,55,16.86,123463.0,110.27,0.67,2,7.0,1,0
646541,12,8,39,-2.51,1042619.0,137.42,0.33,4,7.0,4,1
965356,12,7,28,-4.52,971304.0,133.46,0.33,4,7.0,3,1
209066,1,5,20,2.25,21625.0,82.21,0.52,2,0.0,2,0
765981,2,4,21,5.58,43430.0,83.47,0.62,2,1.0,1,0
380930,0,4,19,0.02,10698.0,100.34,0.6,2,4.0,1,1
384059,12,6,31,-1.89,958826.0,126.61,0.24,4,4.0,2,1
382326,10,5,23,7.3,991811.0,120.66,0.21,3,1.0,2,0
828356,12,7,26,0.62,982312.0,132.2,0.25,3,5.0,3,1
429077,1,3,18,5.2,74458.0,84.33,0.55,2,2.0,1,0
769303,0,4,20,2.82,62382.0,102.96,0.55,2,4.0,1,0
848753,14,6,24,-8.09,1027144.0,128.49,0.26,3,5.0,3,1
702428,2,4,19,2.25,102679.0,109.05,0.58,2,4.0,2,0
251805,10,5,28,-8.85,1010651.0,125.4,0.21,4,3.0,2,1
758480,0,5,22,3.63,26290.0,113.11,0.69,3,6.0,1,0
711,1,2,37,6.52,173995.0,110.23,0.6,3,5.0,1,0
23335,0,5,21,6.58,86679.0,89.25,0.54,2,2.0,2,0
774030,11,6,23,3.02,930313.0,125.9,0.29,4,4.0,2,1
601998,0,5,19,5.97,99335.0,95.29,0.46,2,2.0,2,0
922402,13,6,26,-15.39,997587.0,123.87,0.28,4,4.0,3,0
215440,0,4,22,0.17,9729.0,89.31,0.64,2,2.0,1,1
989569,11,5,26,-17.36,1015117.0,134.89,0.23,4,8.0,2,1
767153,13,6,25,5.6,1005394.0,118.75,0.25,4,2.0,3,1
119907,13,6,30,3.38,1050409.0,132.33,0.27,4,6.0,3,1
318568,2,3,54,1.61,38340.0,102.67,0.66,3,5.0,1,0
408875,0,1,21,4.82,89093.0,86.84,0.47,2,2.0,1,0
663140,0,3,31,2.5,113525.0,87.03,0.58,2,0.0,1,0
180877,0,2,51,8.54,107456.0,109.64,0.76,2,7.0,1,0
995253,8,7,25,-19.02,1005224.0,117.43,0.2,3,2.0,2,0
896289,12,7,28,-4.68,1038731.0,121.52,0.2,4,2.0,4,1
902811,2,4,22,4.56,27379.0,82.65,0.55,3,2.0,1,0
868499,1,4,35,10.38,174453.0,103.88,0.54,2,2.0,2,0
721656,12,8,31,7.65,966660.0,132.28,0.29,3,6.0,4,0
842223,1,2,34,2.04,97611.0,101.78,0.58,2,4.0,1,0
153627,12,6,27,-1.26,1056424.0,132.04,0.25,4,6.0,3,0
166474,4,4,22,21.55,77211.0,80.07,0.43,3,0.0,2,0
93755,12,5,27,-9.62,932271.0,125.19,0.3,4,4.0,2,1
567372,14,6,25,-8.1,1081379.0,120.11,0.12,4,2.0,4,1
163864,0,1,21,2.04,61925.0,90.93,0.54,1,3.0,1,0
275944,9,6,38,-4.51,1057874.0,128.18,0.3,4,4.0,2,0
814040,12,7,27,-21.44,1073166.0,126.64,0.26,4,4.0,4,1
303945,0,4,38,22.16,53283.0,99.5,0.65,1,5.0,1,0
198292,0,4,31,0.39,159014.0,106.82,0.61,2,5.0,1,0
573207,13,8,26,9.87,967631.0,126.31,0.3,4,3.0,4,1
788725,1,4,19,0.54,66287.0,89.54,0.54,2,2.0,1,1
32606,1,5,21,4.59,114626.0,80.2,0.47,2,0.0,2,0
827637,11,7,27,-11.07,997017.0,119.79,0.21,3,1.0,3,1
299676,12,7,35,-1.18,945562.0,132.25,0.31,4,6.0,3,1
337761,13,7,30,5.13,923986.0,132.77,0.36,4,8.0,3,1
274250,0,5,22,2.84,154574.0,101.8,0.53,2,3.0,2,0
780644,12,6,26,-8.69,1016467.0,131.33,0.26,4,6.0,3,1
868880,0,3,21,8.29,88753.0,100.95,0.63,2,5.0,1,0
921254,1,4,18,2.26,131695.0,76.91,0.48,3,0.0,1,0
650746,0,3,37,1.88,168957.0,113.28,0.7,2,6.0,1,1
748567,11,7,34,-14.26,1029697.0,131.45,0.25,5,7.0,3,0
599381,13,7,31,3.83,1003135.0,127.88,0.23,3,5.0,4,1
123863,0,4,58,5.43,65775.0,115.58,0.74,2,8.0,1,0
533833,0,4,19,13.7,143587.0,92.9,0.5,2,2.0,1,0
928849,13,9,30,16.52,983119.0,130.1,0.33,4,4.0,5,1
15282,12,6,25,18.86,1058745.0,120.5,0.18,4,0.0,3,1
228236,10,6,28,-14.86,1067113.0,130.56,0.26,4,6.0,2,1
558157,12,6,29,-24.05,958035.0,120.26,0.2,4,1.0,2,0
239385,0,4,21,3.63,97757.0,81.91,0.53,2,0.0,1,1
441636,13,8,27,-17.75,1011873.0,126.92,0.29,3,5.0,5,1
386959,0,1,35,14.08,37805.0,114.51,0.75,2,9.0,1,0
480368,0,3,38,3.91,81908.0,117.21,0.74,2,7.0,1,1
820987,13,6,27,-10.42,983937.0,116.89,0.22,4,1.0,3,1
305204,2,1,21,3.23,135621.0,78.24,0.41,3,0.0,1,0
383954,13,6,23,-2.31,995369.0,123.52,0.27,3,3.0,3,1
243099,0,2,36,5.41,58781.0,83.59,0.64,3,3.0,1,1
941727,1,5,38,12.82,176735.0,112.62,0.62,3,5.0,2,0
416678,10,7,24,-6.43,953265.0,124.5,0.27,3,4.0,3,1
612976,15,6,29,-15.59,1040331.0,132.16,0.34,3,6.0,4,1
328829,0,5,51,16.32,20410.0,115.68,0.69,2,7.0,1,0
987546,14,9,25,-9.14,941545.0,129.65,0.24,3,5.0,5,1
853199,2,4,57,7.14,64584.0,102.87,0.68,2,5.0,1,1
513466,13,5,27,0.42,1012207.0,128.27,0.21,4,4.0,2,1
435083,1,4,47,13.53,118625.0,107.85,0.68,2,5.0,1,0
434302,1,2,20,18.51,160414.0,84.51,0.53,2,1.0,1,0
729179,12,5,26,-13.15,1047405.0,131.21,0.23,4,5.0,2,1
26721,0,4,39,6.48,161429.0,109.52,0.58,3,5.0,1,0
316948,0,2,32,7.92,176294.0,102.29,0.61,2,4.0,1,0
767465,0,3,37,0.81,141727.0,114.87,0.72,2,8.0,1,1
978924,12,6,23,-14.74,970208.0,130.4,0.27,3,6.0,2,1
862090,4,4,21,13.72,78435.0,98.9,0.54,3,4.0,2,0
332350,10,9,31,19.79,992348.0,135.67,0.36,4,7.0,4,1
670382,14,6,26,-13.22,895616.0,122.51,0.27,4,4.0,3,0
134549,12,10,29,-17.05,913040.0,119.23,0.22,3,2.0,5,1
739517,3,4,20,0.64,130078.0,103.49,0.58,2,4.0,2,0
702574,11,6,26,-15.64,976390.0,114.1,0.23,4,0.0,2,0
171598,1,3,47,3.9,66800.0,91.29,0.65,2,5.0,1,1
414717,2,3,19,1.65,112167.0,104.32,0.65,2,5.0,1,0
875623,12,7,30,4.76,1006171.0,129.35,0.23,4,4.0,3,0
821780,1,1,21,13.63,74853.0,88.31,0.4,2,1.0,1,0
485583,2,4,18,3.08,112541.0,90.62,0.5,2,2.0,2,0
65379,11,8,35,-16.05,1017313.0,130.58,0.27,3,6.0,4,0
155380,12,6,34,-14.73,1020810.0,131.31,0.31,3,5.0,3,0
810422,4,3,56,0.06,166281.0,103.67,0.64,2,5.0,2,1
127782,0,4,22,0.28,91450.0,97.5,0.55,2,3.0,1,0
290018,0,2,43,0.98,161725.0,95.29,0.63,2,3.0,1,0
558858,12,7,27,-30.87,1020831.0,130.35,0.26,4,4.0,3,0
71287,1,4,21,15.55,27759.0,89.02,0.54,2,2.0,1,0
747043,13,6,28,-5.26,1017439.0,130.91,0.32,3,6.0,3,0
377122,0,4,19,4.29,142957.0,82.7,0.48,2,1.0,1,0
235355,0,4,20,0.98,52470.0,84.7,0.48,2,1.0,1,0
713880,10,7,23,-12.47,1021323.0,121.19,0.2,4,3.0,3,1
690234,13,5,26,-0.55,1076616.0,121.26,0.21,4,4.0,3,1
103536,14,7,26,-14.01,1045228.0,131.86,0.26,5,5.0,4,1
197658,0,3,55,6.18,50383.0,116.3,0.8,1,8.0,1,0
735835,0,4,20,7.38,119121.0,103.33,0.65,3,4.0,1,0
864547,13,7,33,-13.23,949078.0,140.04,0.54,4,10.0,3,1
985942,2,4,53,4.79,109012.0,107.33,0.73,2,5.0,2,0
522413,1,4,41,3.99,86028.0,122.59,0.71,3,9.0,1,0
660221,3,2,49,2.13,172267.0,101.98,0.66,2,5.0,1,1
466506,0,2,58,2.46,169558.0,130.02,0.82,2,11.0,1,0
34507,2,5,22,8.63,151006.0,91.69,0.57,2,1.0,2,0
358712,13,7,25,-1.0,1051625.0,126.54,0.26,3,3.0,4,1
713828,1,4,21,3.24,97169.0,82.87,0.5,2,1.0,1,0
44804,1,5,33,4.54,214502.0,100.03,0.57,3,3.0,2,1
633668,0,1,59,9.35,50445.0,117.55,0.78,2,8.0,1,0
41368,11,6,26,-10.43,921686.0,127.89,0.31,3,5.0,2,1
9218,12,7,28,-17.48,1027835.0,119.74,0.27,4,3.0,3,1
866866,0,3,20,10.55,76380.0,100.53,0.6,2,5.0,1,0
199042,12,8,28,-1.29,1044384.0,130.71,0.34,4,5.0,4,1
670544,11,6,36,0.2,995168.0,128.46,0.2,3,4.0,2,1
151228,13,7,26,7.0,1017503.0,127.48,0.28,4,4.0,4,1
100780,11,6,36,-1.32,1063548.0,131.68,0.33,3,5.0,3,1
283707,3,4,20,1.24,50000.0,99.96,0.45,2,3.0,2,0
23931,13,7,23,-7.72,989040.0,123.06,0.17,4,1.0,4,1
753880,1,5,20,24.31,127366.0,112.94,0.62,3,6.0,2,0
345305,0,2,56,0.41,37605.0,101.56,0.68,2,6.0,1,0
791981,13,7,26,-8.21,965804.0,114.53,0.17,4,0.0,3,1
218702,2,4,32,1.33,82668.0,84.67,0.54,2,0.0,1,0
537968,13,6,28,-0.68,1004137.0,117.92,0.21,4,1.0,3,1
942465,13,8,24,-5.23,1015371.0,121.5,0.21,4,2.0,5,1
424186,0,5,54,10.24,110026.0,103.37,0.54,2,3.0,2,0
166649,0,4,51,2.97,102326.0,115.29,0.76,2,7.0,1,0
138633,14,6,23,-11.9,1016152.0,130.99,0.25,4,5.0,3,0
802434,13,5,27,5.19,1026374.0,118.05,0.22,4,3.0,2,1
811543,2,4,20,0.84,54099.0,89.49,0.49,2,0.0,1,0
409450,13,8,37,-9.48,1033555.0,130.12,0.25,3,5.0,5,1
874279,1,5,36,4.47,51216.0,102.06,0.62,2,3.0,2,1
909732,2,5,20,12.52,82183.0,88.69,0.56,3,1.0,2,1
379837,1,1,44,6.26,16911.0,96.73,0.67,2,5.0,1,0
577939,1,2,21,4.21,147815.0,98.96,0.53,2,3.0,1,0
337368,0,3,36,5.15,102299.0,86.92,0.58,2,2.0,1,0
776785,12,9,29,0.93,1008743.0,130.39,0.31,3,5.0,5,0
566771,0,1,21,0.96,146943.0,104.42,0.56,2,5.0,1,1
805003,12,6,27,5.24,975291.0,127.19,0.29,3,4.0,2,1
20289,0,2,18,5.5,167001.0,106.61,0.49,2,4.0,1,1
799366,0,4,53,12.35,90779.0,118.57,0.69,3,7.0,1,0
787077,0,2,38,11.03,194874.0,98.1,0.49,3,4.0,1,1
462325,10,8,26,-6.21,1078622.0,131.3,0.21,4,5.0,4,1
45951,13,6,28,14.28,991328.0,126.94,0.24,3,4.0,3,1
810374,11,6,24,-16.88,1034272.0,127.13,0.22,4,4.0,2,1
777672,10,6,28,-3.76,955812.0,122.83,0.26,3,4.0,2,1
997540,0,2,21,1.84,63260.0,84.62,0.6,2,1.0,1,1
177975,13,6,28,-7.24,975241.0,135.43,0.33,3,7.0,3,1
728666,0,2,20,8.82,24564.0,92.56,0.59,2,3.0,1,0
670771,11,7,30,4.97,1003130.0,132.3,0.3,4,5.0,3,1
925045,7,8,24,-4.22,1006062.0,125.09,0.18,4,2.0,3,1
327751,3,4,22,10.04,104290.0,98.33,0.51,2,4.0,2,0
702265,14,5,32,3.05,1021861.0,124.86,0.2,4,4.0,3,1
648101,0,3,52,1.61,77017.0,115.44,0.69,2,6.0,1,0
613261,0,2,33,1.13,111736.0,106.3,0.6,3,4.0,1,0
560588,11,6,29,9.99,1067735.0,123.2,0.17,4,2.0,3,1
429266,0,5,33,2.81,117960.0,114.12,0.75,2,6.0,2,0
369162,9,7,29,-15.6,1079524.0,121.54,0.15,4,1.0,3,1
535395,12,6,24,14.96,1034772.0,128.52,0.22,3,4.0,3,1
297553,13,8,24,-2.33,1000767.0,118.52,0.18,4,0.0,5,1
78066,13,6,26,-8.1,1026476.0,120.64,0.16,4,1.0,3,1
468861,13,6,33,-1.94,1002052.0,126.76,0.3,4,4.0,3,1
863623,1,4,21,3.65,46723.0,97.53,0.51,3,4.0,1,0
169288,12,6,27,-1.07,1086548.0,127.69,0.23,3,4.0,3,1
15120,3,4,21,2.88,139156.0,103.49,0.52,2,4.0,2,0
629377,12,5,29,-9.5,1020858.0,132.42,0.31,4,7.0,2,1
323952,11,6,28,-1.27,992715.0,130.18,0.27,4,5.0,2,1
13017,2,2,54,8.31,203961.0,107.87,0.64,2,4.0,1,0
690648,14,6,25,3.63,959224.0,117.84,0.19,4,2.0,3,1
54195,2,2,21,2.89,121225.0,104.16,0.58,2,4.0,1,1
68445,12,7,24,-2.11,980036.0,120.75,0.18,4,2.0,3,1
466555,13,7,23,-1.12,1001811.0,119.7,0.24,3,1.0,4,1
44595,1,4,20,6.9,169638.0,99.64,0.45,2,2.0,2,1
765135,1,4,21,1.53,75376.0,108.41,0.59,3,5.0,1,0
816067,2,2,39,1.51,101113.0,105.43,0.58,3,6.0,1,0
929497,11,9,30,-21.4,1005395.0,134.0,0.3,3,6.0,5,1
842145,1,3,19,8.15,85447.0,100.68,0.55,3,4.0,1,0
174362,0,5,53,3.15,30799.0,93.26,0.67,2,2.0,1,0
199389,1,2,22,3.57,5905.0,85.07,0.58,3,3.0,1,1
841455,0,3,57,0.11,42883.0,95.06,0.71,2,3.0,1,0
668101,14,8,26,15.15,968990.0,124.93,0.18,4,4.0,5,0
481927,1,3,47,0.62,138580.0,111.45,0.59,2,5.0,1,0
894953,13,7,29,-15.37,913352.0,121.15,0.29,4,2.0,3,1
412476,0,2,58,4.49,50000.0,115.19,0.81,3,9.0,1,0
487598,13,7,33,2.76,989500.0,128.66,0.29,4,4.0,4,1
411506,1,4,20,2.82,61987.0,107.8,0.69,2,6.0,1,0
999261,15,5,25,9.0,1066719.0,135.09,0.31,3,7.0,3,1
278247,10,5,40,8.79,1034483.0,114.56,0.23,4,1.0,2,1
549599,12,5,26,-7.93,1066844.0,130.63,0.23,4,4.0,2,0
191396,2,4,32,6.2,113444.0,113.44,0.62,2,6.0,2,0
944705,0,3,22,1.63,105053.0,117.47,0.69,2,9.0,1,0
46468,0,2,57,5.58,77246.0,90.71,0.67,2,3.0,1,0
609411,0,2,21,6.76,101900.0,75.43,0.51,2,0.0,1,0
815020,0,4,19,4.69,112001.0,104.79,0.57,2,4.0,1,0
836886,0,3,32,5.19,109136.0,104.11,0.57,2,5.0,1,0
129829,1,3,19,3.89,140043.0,91.81,0.52,2,2.0,1,1
336983,12,7,37,6.62,1056266.0,135.33,0.23,4,4.0,4,1
368829,1,5,22,9.63,85687.0,101.83,0.64,3,4.0,2,0
47538,1,4,21,2.76,85612.0,105.44,0.64,3,5.0,1,0
769525,10,7,32,-6.7,1064420.0,135.05,0.29,4,8.0,3,1
176814,12,5,29,3.65,963201.0,123.9,0.32,4,4.0,2,1
14598,0,4,19,2.43,130949.0,111.16,0.58,2,6.0,1,0
604621,12,6,27,4.33,1108165.0,131.0,0.28,3,5.0,3,1
463495,13,5,27,1.81,1122722.0,124.37,0.16,3,2.0,3,1
717656,1,4,19,2.67,85908.0,94.49,0.63,2,2.0,1,0
518613,11,9,38,-17.48,1015549.0,133.46,0.34,3,7.0,5,0
897991,0,4,19,2.1,59102.0,88.02,0.48,2,1.0,1,0
918286,0,3,47,2.77,105550.0,123.6,0.71,3,9.0,1,0
272750,0,4,41,4.34,119993.0,99.31,0.6,2,3.0,1,0
404180,0,4,20,3.27,64306.0,96.61,0.6,2,3.0,1,0
601142,12,5,26,-8.02,1030649.0,133.95,0.28,4,8.0,2,1
704991,13,6,26,-9.81,1018762.0,130.05,0.36,4,6.0,3,0
426061,13,7,25,-5.79,1090432.0,134.95,0.19,4,7.0,4,1
95658,12,10,32,7.89,1049217.0,128.72,0.26,4,4.0,5,0
718405,12,5,28,3.14,942345.0,122.75,0.3,4,4.0,2,1
732678,0,4,19,13.96,159499.0,108.02,0.51,2,4.0,1,1
470960,13,7,31,-4.74,929859.0,128.43,0.29,4,4.0,3,0
592393,1,1,34,3.75,43102.0,93.62,0.65,2,4.0,1,0
695816,11,8,25,1.59,926682.0,123.47,0.26,4,4.0,3,1
954803,2,5,57,6.86,50431.0,116.4,0.78,2,7.0,2,0
823827,1,5,19,0.39,128341.0,94.45,0.57,3,2.0,2,1
244184,10,6,29,-4.21,971514.0,128.97,0.3,4,5.0,2,1
455191,12,6,30,-5.51,1094852.0,126.24,0.22,3,4.0,3,1
270538,1,3,19,0.64,103619.0,103.22,0.56,2,5.0,1,0
337130,11,5,30,5.44,1005228.0,129.65,0.33,3,5.0,2,1
482954,13,6,23,-10.08,1003270.0,117.9,0.2,4,0.0,3,1
274229,11,8,29,-11.41,1061749.0,135.9,0.3,4,7.0,4,0
782485,11,9,29,-16.72,995588.0,124.64,0.23,4,3.0,5,1
667337,12,6,28,0.28,979755.0,121.34,0.23,3,3.0,3,0
156036,1,5,18,5.49,124249.0,96.99,0.55,2,3.0,2,1
525574,15,7,28,-2.48,939701.0,119.34,0.21,3,1.0,4,1
167439,1,4,22,1.73,37919.0,99.28,0.58,2,3.0,1,0
88175,0,4,52,0.49,92635.0,103.95,0.66,2,5.0,1,0
937103,12,8,28,-11.97,996261.0,128.46,0.23,4,4.0,4,1
242437,0,5,32,12.98,168938.0,106.46,0.56,2,4.0,2,0
611465,12,9,29,-5.87,955403.0,124.25,0.46,3,4.0,5,1
876269,0,3,56,1.02,35522.0,110.11,0.69,2,7.0,1,0
171849,13,5,31,1.85,1006808.0,123.26,0.21,4,3.0,2,0
423860,13,5,27,-9.36,1030497.0,121.29,0.22,3,2.0,2,1
261721,2,3,45,6.55,85587.0,99.46,0.66,2,4.0,1,0
296836,0,5,20,8.37,102311.0,101.26,0.61,2,3.0,2,0
719036,0,4,42,3.5,88708.0,106.48,0.66,2,6.0,1,0
729879,12,6,29,-3.99,982604.0,127.73,0.27,4,5.0,3,0
365747,12,6,28,-7.22,1053267.0,133.69,0.27,3,6.0,3,0
927202,0,5,33,12.13,113394.0,98.97,0.58,1,3.0,2,0
445908,4,4,21,0.52,180442.0,98.53,0.56,2,2.0,2,1
431522,13,6,31,5.25,1027898.0,132.54,0.29,4,6.0,3,1
392965,12,6,29,-9.84,1076504.0,129.01,0.29,4,5.0,3,1
660610,1,4,22,15.53,48230.0,105.1,0.63,2,4.0,1,0
270799,0,2,19,2.21,106442.0,108.51,0.58,3,6.0,1,0
326241,0,5,20,3.42,74793.0,104.79,0.55,2,4.0,2,1
577514,1,2,19,13.47,43625.0,110.73,0.64,2,6.0,1,0
895131,2,4,58,3.7,96949.0,114.5,0.74,2,7.0,1,0
342079,11,6,26,-17.31,1095345.0,131.25,0.22,4,4.0,3,1
243310,0,4,20,10.48,210463.0,95.41,0.49,2,2.0,1,0
688213,0,3,20,3.1,12758.0,79.72,0.45,2,0.0,1,0
11846,0,3,19,1.43,139714.0,88.59,0.5,2,1.0,1,0
144868,11,7,27,-2.78,1069747.0,126.87,0.23,3,3.0,3,1
653828,13,6,25,-11.98,1073651.0,129.77,0.24,4,3.0,3,1
294064,0,3,20,1.71,63700.0,95.67,0.63,3,3.0,1,0
516380,3,4,22,7.23,133039.0,100.44,0.45,2,2.0,2,0
886701,12,7,25,-4.4,920774.0,134.58,0.33,4,8.0,3,0
795159,12,7,31,-8.88,1058449.0,133.59,0.24,3,6.0,4,0
201590,12,5,31,-4.24,981486.0,132.85,0.33,3,6.0,2,1
2902,12,5,34,-3.04,1062918.0,127.21,0.22,4,4.0,2,0
386685,9,8,33,-5.42,963429.0,131.06,0.35,4,6.0,3,1
229190,1,3,20,0.6,56849.0,92.05,0.52,2,3.0,1,0
206340,0,3,54,4.39,63112.0,104.03,0.76,2,5.0,1,0
623551,13,6,29,-18.49,1117855.0,126.02,0.21,4,4.0,3,0
259730,11,6,30,-4.52,1020885.0,125.11,0.2,3,3.0,2,1
737892,10,7,31,-9.17,1054766.0,127.91,0.26,4,4.0,3,1
794421,13,7,31,3.8,990272.0,121.2,0.21,3,2.0,4,1
145596,15,7,30,-7.18,1074921.0,125.58,0.31,4,4.0,5,0
893423,11,6,28,-13.86,1034689.0,132.56,0.31,4,7.0,2,1
221623,12,5,36,13.82,1031306.0,138.05,0.29,3,10.0,2,1
130753,1,5,19,1.29,39334.0,82.95,0.45,2,1.0,2,0
636993,2,5,43,22.15,88530.0,111.37,0.62,2,6.0,2,0
335727,11,7,28,0.24,1046658.0,122.82,0.22,3,2.0,3,0
481964,2,2,58,7.66,39141.0,114.88,0.75,2,8.0,1,0
482562,12,6,33,14.39,977908.0,120.54,0.29,4,2.0,2,0
677373,0,5,58,3.26,82248.0,111.7,0.69,2,6.0,2,0
688708,0,1,33,7.41,28331.0,107.12,0.61,2,5.0,1,0
498737,12,8,23,9.9,1078583.0,123.99,0.25,4,2.0,5,0
53025,2,2,22,9.46,75120.0,102.73,0.56,3,4.0,1,0
780701,11,8,25,-7.64,1032269.0,123.5,0.22,3,2.0,4,1
279964,1,4,42,1.0,98535.0,103.28,0.65,3,4.0,1,1
861198,13,6,40,-9.8,1076264.0,130.8,0.25,3,5.0,3,1
542308,0,5,19,2.46,111298.0,110.55,0.65,2,5.0,2,1
894153,0,4,38,0.85,96815.0,120.58,0.74,2,8.0,1,0
201019,2,3,49,15.09,159004.0,111.93,0.7,2,7.0,1,0
682321,13,6,29,-12.76,1079776.0,126.23,0.21,4,4.0,3,0
286642,1,4,43,1.21,63701.0,113.63,0.61,3,5.0,1,0
844701,12,7,31,-7.51,1017535.0,135.44,0.25,4,6.0,3,0
958130,0,2,21,2.65,93524.0,92.95,0.55,2,3.0,1,0
615443,2,4,46,1.0,55819.0,120.16,0.77,2,9.0,1,0
244143,0,4,55,9.85,123125.0,118.47,0.73,3,7.0,1,1
123907,0,4,20,0.84,5653.0,97.47,0.45,2,2.0,1,0
943468,12,5,27,-7.06,998519.0,116.28,0.19,4,0.0,2,0
752350,14,8,33,-8.07,963236.0,138.04,0.36,3,9.0,5,1
34074,11,8,28,9.8,1004906.0,125.53,0.27,3,3.0,4,1
167532,0,1,33,10.66,89094.0,102.48,0.69,2,5.0,1,0
867654,0,3,38,2.29,74786.0,99.35,0.56,2,4.0,1,0
157522,12,6,30,-10.42,956755.0,128.42,0.3,3,6.0,2,1
862578,11,7,28,9.35,945100.0,133.68,0.33,3,7.0,3,1
83202,0,4,21,1.6,39713.0,83.11,0.52,2,1.0,1,1
685880,0,3,59,8.13,188843.0,124.44,0.79,2,9.0,1,0
389281,0,3,50,3.62,157786.0,98.52,0.67,2,3.0,1,1
392017,1,2,20,0.68,164429.0,92.58,0.48,2,2.0,1,0
722688,9,6,23,-11.9,996299.0,126.6,0.28,4,5.0,2,1
4582,0,5,20,0.4,76418.0,80.81,0.48,3,0.0,2,0
532723,0,2,21,1.92,50000.0,92.06,0.52,2,2.0,1,0
768436,1,2,19,1.28,221878.0,99.1,0.48,2,3.0,1,0
14640,13,7,25,19.57,994188.0,128.99,0.27,4,5.0,4,1
81468,0,3,21,3.02,96895.0,97.51,0.55,2,3.0,1,0
64060,14,6,34,-23.67,977009.0,137.59,0.43,4,9.0,3,1
565966,2,3,19,7.44,88211.0,94.02,0.56,3,3.0,1,0
397943,0,5,49,6.99,50000.0,105.08,0.63,2,5.0,1,0
842500,13,5,30,-27.28,995229.0,132.9,0.34,5,6.0,2,1
638185,10,9,27,-8.94,986828.0,129.15,0.24,4,5.0,4,1
789850,1,4,21,17.54,154531.0,100.02,0.47,2,3.0,1,0
508331,1,3,53,9.46,76545.0,117.26,0.81,2,9.0,1,0
843189,12,6,32,-2.02,1033714.0,128.81,0.31,4,5.0,3,0
495282,0,4,18,0.18,160270.0,87.02,0.45,2,1.0,1,0
516881,3,4,53,5.98,127847.0,117.54,0.73,3,8.0,2,0
995608,14,8,33,-13.18,1022358.0,136.15,0.33,4,7.0,5,1
316607,12,8,23,-0.11,941080.0,114.92,0.26,3,0.0,4,0
153143,14,8,34,-3.67,999020.0,122.11,0.28,4,3.0,5,1
753382,11,5,31,-18.16,948512.0,126.41,0.32,4,5.0,2,1
402429,0,4,31,3.26,131825.0,79.35,0.52,3,1.0,1,0
692282,10,6,24,-21.48,1088020.0,116.82,0.21,4,0.0,2,1
496408,1,4,41,4.91,55097.0,110.11,0.68,2,7.0,1,0
471320,13,8,24,-19.26,970946.0,129.12,0.22,4,4.0,4,1
663435,14,8,37,-9.15,1080857.0,126.02,0.28,4,3.0,5,1
476885,13,7,31,-21.86,955735.0,116.2,0.3,4,1.0,3,1
321239,0,2,32,4.42,150606.0,84.73,0.48,2,1.0,1,0
187044,0,2,21,11.17,186623.0,106.91,0.56,2,5.0,1,0
536200,1,5,52,8.93,103252.0,115.02,0.78,2,7.0,2,1
497861,12,9,35,1.7,965772.0,124.6,0.36,4,3.0,5,0
844719,0,2,19,4.19,166138.0,97.05,0.52,2,3.0,1,0
13539,2,4,39,2.39,167596.0,111.24,0.65,3,4.0,2,0
99678,2,5,21,14.24,120139.0,103.61,0.52,2,3.0,2,0
229085,0,3,20,5.49,123361.0,113.19,0.63,2,6.0,1,0
853817,0,2,52,3.09,130835.0,104.35,0.62,2,4.0,1,0
854882,0,2,45,14.29,134494.0,92.62,0.66,2,4.0,1,1
779775,0,4,54,6.47,124715.0,111.1,0.7,2,7.0,1,0
132259,1,5,56,4.01,100731.0,102.06,0.68,3,4.0,2,0
38664,11,7,26,-8.59,1012396.0,123.19,0.25,4,3.0,3,1
288177,0,3,40,1.93,111173.0,114.31,0.68,2,8.0,1,1
872291,11,6,32,-2.19,1003535.0,132.9,0.36,4,7.0,2,1
78246,13,7,23,-5.25,994342.0,127.67,0.29,4,4.0,4,1
198086,0,3,21,4.03,27772.0,90.99,0.45,2,1.0,1,0
885108,0,2,41,2.26,36127.0,101.89,0.63,3,5.0,1,0
397478,9,7,29,3.86,1112600.0,127.34,0.26,4,3.0,3,1
352360,0,5,18,0.33,49242.0,80.25,0.46,2,0.0,1,1
692707,1,3,39,2.72,146278.0,103.61,0.65,2,5.0,1,1
12295,1,4,22,7.08,116596.0,83.5,0.51,1,1.0,1,0
431147,0,4,33,2.02,106830.0,107.27,0.6,1,5.0,1,1
117264,0,3,33,13.31,126064.0,107.04,0.62,2,6.0,1,0
979443,0,5,20,7.02,58322.0,87.97,0.49,2,1.0,1,0
576059,13,6,30,-13.66,1014434.0,133.14,0.26,3,6.0,3,1
700169,1,4,58,2.48,87936.0,117.7,0.8,2,7.0,1,0
387766,12,9,40,-23.29,1016113.0,130.73,0.28,3,3.0,5,1
428439,15,7,30,10.35,1046543.0,129.83,0.32,4,4.0,5,0
269073,12,7,27,15.15,946270.0,122.3,0.31,3,4.0,3,1
75736,0,3,60,6.34,63909.0,120.86,0.79,2,9.0,1,0
128971,12,8,33,0.58,1004093.0,134.52,0.34,5,8.0,4,1
563566,14,6,28,-11.16,1027953.0,128.87,0.3,4,4.0,3,1
242775,13,6,35,1.85,981161.0,132.96,0.28,3,7.0,3,1
